REGION_NUM,REGION_NAME,FOREST_NAME,RANGER_DISTRICT,CITY,STATE,LOCATION,Resource Types,Housing?,NOTES,SITE
5,Pacific Southwest,MODOC,DEVILS GARDEN,ALTURAS,CA,"ALTURAS, CA",,,,http://www.fs.usda.gov/modoc
5,Pacific Southwest,MODOC,DEVILS GARDEN,CANBY,CA,"CANBY, CA","Engine, Hotshot Crew",YES,,http://www.fs.usda.gov/modoc
5,Pacific Southwest,MODOC,DEVILS GARDEN,MACDOEL,CA,"MACDOEL, CA",,,,http://www.fs.usda.gov/modoc
5,Pacific Southwest,MODOC,DOUBLEHEAD,TULELAKE,CA,"TULELAKE, CA",,,,http://www.fs.usda.gov/modoc
5,Pacific Southwest,MODOC,WARNER MOUNTAIN,CEDARVILLE,CA,"CEDARVILLE, CA",,,,http://www.fs.usda.gov/modoc
5,Pacific Southwest,PLUMAS,BECKWOURTH,BECKWOURTH,CA,"BECKWOURTH, CA","Hotshot Crew, Prevention",YES,Housing for Beckwourth hotshots provided at district office in Mohawk 20 minutes away.,http://www.fs.usda.gov/plumas/
5,Pacific Southwest,PLUMAS,BECKWOURTH,BLAIRSDEN,CA,"BLAIRSDEN, CA","Engine, Prevention, Water Tender",YES,,http://www.fs.usda.gov/plumas/
5,Pacific Southwest,PLUMAS,FEATHER RIVER,CHALLENGE,CA,"CHALLENGE, CA",Engine,YES,,http://www.fs.usda.gov/plumas/
5,Pacific Southwest,PLUMAS,FEATHER RIVER,OROVILLE,CA,"OROVILLE, CA","Engine, Hotshot Crew",YES,,http://www.fs.usda.gov/plumas/
5,Pacific Southwest,PLUMAS,MT HOUGH,QUINCY,CA,"QUINCY, CA","Engine, Hotshot Crew, Helitack, Fuels, Prevention",YES,"Housing on site pretty nice, also Greenville and Belden (Gansner Bar) duty stations have housing.",http://www.fs.usda.gov/plumas/
5,Pacific Southwest,SAN BERNARDINO,FRONT COUNTRY,LYTLE CREEK,CA,"LYTLE CREEK, CA",,,,http://www.fs.usda.gov/sbnf/
5,Pacific Southwest,SAN BERNARDINO,FRONT COUNTRY,MENTONE,CA,"MENTONE, CA","Engine, Hotshot Crew, DOZER",YES,,http://www.fs.usda.gov/sbnf/
5,Pacific Southwest,SAN BERNARDINO,MOUNTAINTOP,FAWNSKIN,CA,"FAWNSKIN, CA",Hotshot Crew,YES,,http://www.fs.usda.gov/sbnf/
5,Pacific Southwest,SAN BERNARDINO,MOUNTAINTOP,LYTLE CREEK,CA,"LYTLE CREEK, CA",,,,http://www.fs.usda.gov/sbnf/
5,Pacific Southwest,SAN BERNARDINO,SAN JACINTO,IDYLLWILD,CA,"IDYLLWILD, CA",,,,http://www.fs.usda.gov/sbnf/
5,Pacific Southwest,SAN BERNARDINO,SAN JACINTO,PALM DESERT,CA,"PALM DESERT, CA",,,,http://www.fs.usda.gov/sbnf/
5,Pacific Southwest,SEQUOIA,HUME LAKE,DUNLAP,CA,"DUNLAP, CA",,,,http://www.fs.usda.gov/sequoia/
5,Pacific Southwest,SEQUOIA,HUME LAKE,HUME,CA,"HUME, CA",,,,http://www.fs.usda.gov/sequoia/
5,Pacific Southwest,SEQUOIA,KERN RIVER,KERNVILLE,CA,"KERNVILLE, CA",,,,http://www.fs.usda.gov/sequoia/
5,Pacific Southwest,SEQUOIA,KERN RIVER,LAKE ISABELLA,CA,"LAKE ISABELLA, CA",,,,http://www.fs.usda.gov/sequoia/
5,Pacific Southwest,SEQUOIA,WESTERN DIVIDE,SPRINGVILLE,CA,"SPRINGVILLE, CA",,,,http://www.fs.usda.gov/sequoia/
5,Pacific Southwest,SHASTA-TRINITY,BIG BAR,BIG BAR,CA,"BIG BAR, CA",Engine,YES,,http://www.fs.usda.gov/stnf/
5,Pacific Southwest,SHASTA-TRINITY,HAYFORK,HAYFORK,CA,"HAYFORK, CA",,,,http://www.fs.usda.gov/stnf/
5,Pacific Southwest,SHASTA-TRINITY,MCCLOUD,MCCLOUD,CA,"MCCLOUD, CA",,,,http://www.fs.usda.gov/stnf/
5,Pacific Southwest,SHASTA-TRINITY,MCCLOUD,MOUNTAIN GATE,CA,"MOUNTAIN GATE, CA",,,,http://www.fs.usda.gov/stnf/
5,Pacific Southwest,SHASTA-TRINITY,MT. SHASTA,MOUNT SHASTA,CA,"MOUNT SHASTA, CA",,,,http://www.fs.usda.gov/stnf/
5,Pacific Southwest,SHASTA-TRINITY,REDDING AIR CENTER,REDDING,CA,"REDDING, CA",,,,http://www.fs.usda.gov/stnf/
5,Pacific Southwest,SHASTA-TRINITY,SHASTA-LAKE,LAKEHEAD,CA,"LAKEHEAD, CA",,,,http://www.fs.usda.gov/stnf/
5,Pacific Southwest,SHASTA-TRINITY,WEAVERVILLE,WEAVERVILLE,CA,"WEAVERVILLE, CA",,,,http://www.fs.usda.gov/stnf/
5,Pacific Southwest,SHASTA-TRINITY,YOLLA BOLLA,PLATINA,CA,"PLATINA, CA",,,,http://www.fs.usda.gov/stnf/
5,Pacific Southwest,SIERRA,BASS LAKE,MARIPOSA,CA,"MARIPOSA, CA",,,,http://www.fs.usda.gov/sierra/
5,Pacific Southwest,SIERRA,BASS LAKE,NORTH FORK,CA,"NORTH FORK, CA",,,,http://www.fs.usda.gov/sierra/
5,Pacific Southwest,SIERRA,BASS LAKE,OAKHURST,CA,"OAKHURST, CA",Hotshot Crew,YES,,http://www.fs.usda.gov/sierra/
5,Pacific Southwest,SIERRA,HIGH SIERRA,PRATHER,CA,"PRATHER, CA",,,,http://www.fs.usda.gov/sierra/
5,Pacific Southwest,SIERRA,HIGH SIERRA,TRIMMER,CA,"TRIMMER, CA",,,,http://www.fs.usda.gov/sierra/
5,Pacific Southwest,SIX RIVERS,GASQUET,GASQUET,CA,"GASQUET, CA","Engine, Hotshot Crew",YES,,http://www.fs.usda.gov/srnf/
5,Pacific Southwest,SIX RIVERS,LOWER TRINITY,WILLOW CREEK,CA,"WILLOW CREEK, CA",,,,http://www.fs.usda.gov/srnf/
5,Pacific Southwest,SIX RIVERS,LOWER TRINITY,SALYER,CA,"SALYER, CA",Engine,YES,"There are also barracks at Ti bar, Orleans and Oak Bottom as if last year. (All managed in the six rivers ORD) Gasquet should still have barracks but I haven't been there in a couple years.",http://www.fs.usda.gov/srnf/
5,Pacific Southwest,SIX RIVERS,MAD RIVER,BRIDGERVILLE,CA,"BRIDGERVILLE, CA",,,,http://www.fs.usda.gov/srnf/
5,Pacific Southwest,SIX RIVERS,MAD RIVER,MAD RIVER,CA,"MAD RIVER, CA",,,,http://www.fs.usda.gov/srnf/
5,Pacific Southwest,SIX RIVERS,ORLEANS,ORLEANS,CA,"ORLEANS, CA","Engine, WFM, Fuels, Prevention",YES,,http://www.fs.usda.gov/srnf/
5,Pacific Southwest,SIX RIVERS,SO,EUREKA,CA,"EUREKA, CA",Engine,NO,,http://www.fs.usda.gov/srnf/
5,Pacific Southwest,STANISLAUS,CALAVERAS,HATHAWAY PINES,CA,"HATHAWAY PINES, CA",,,,http://www.fs.usda.gov/stanislaus/
5,Pacific Southwest,STANISLAUS,GROVELAND,GROVELAND,CA,"GROVELAND, CA",,,,http://www.fs.usda.gov/stanislaus/
5,Pacific Southwest,STANISLAUS,MIWOK,MI-WUK VILLAGE,CA,"MI-WUK VILLAGE, CA",Hotshot Crew,YES,,http://www.fs.usda.gov/stanislaus/
5,Pacific Southwest,STANISLAUS,SUMMIT,PINECREST,CA,"PINECREST, CA",,,,http://www.fs.usda.gov/stanislaus/
5,Pacific Southwest,TAHOE,AMERICAN RIVER,FOREST HILL,CA,"FOREST HILL, CA",,,,https://www.fs.usda.gov/tahoe/
5,Pacific Southwest,TAHOE,AMERICAN RIVER,PINECREST,CA,"PINECREST, CA",,,,https://www.fs.usda.gov/tahoe/
5,Pacific Southwest,TAHOE,NEVADA CITY,NEVADA CITY,CA,"NEVADA CITY, CA",,,,https://www.fs.usda.gov/tahoe/
5,Pacific Southwest,TAHOE,SIERRAVILLE,LOYALTON,CA,"LOYALTON, CA",,,,https://www.fs.usda.gov/tahoe/
5,Pacific Southwest,TAHOE,SIERRAVILLE,SIERRAVILLE,CA,"SIERRAVILLE, CA",,,,https://www.fs.usda.gov/tahoe/
5,Pacific Southwest,TAHOE,TRUCKEE,SODA SPRINGS,CA,"SODA SPRINGS, CA",Engine,YES,,https://www.fs.usda.gov/tahoe/
5,Pacific Southwest,TAHOE,TRUCKEE,TRUCKEE,CA,"TRUCKEE, CA","Hotshot Crew, Engine",NO,,https://www.fs.usda.gov/tahoe/
5,Pacific Southwest,TAHOE,YUBA RIVER,CAMPTONVILLE,CA,"CAMPTONVILLE, CA",,,,https://www.fs.usda.gov/tahoe/
5,Pacific Southwest,TAHOE,YUBA RIVER,DOWNIEVILLE,CA,"DOWNIEVILLE, CA",,,,https://www.fs.usda.gov/tahoe/
2,Rocky Mountain,ARAPAHO AND ROOSEVELT,BOULDER,BOULDER,CO,"BOULDER, CO",IA Crew/Squad (4-10 person),YES,,http://www.fs.usda.gov/arp
2,Rocky Mountain,ARAPAHO AND ROOSEVELT,CANYON LAKES,FORT COLLINS,CO,"FORT COLLINS, CO",,,,http://www.fs.usda.gov/arp
2,Rocky Mountain,ARAPAHO AND ROOSEVELT,CLEAR CREEK,IDAHO SPRINGS,CO,"IDAHO SPRINGS, CO",,,,http://www.fs.usda.gov/arp
2,Rocky Mountain,ARAPAHO AND ROOSEVELT,PAWNEE NATIONAL GRASSLAND,AULT,CO,"AULT, CO",,,,http://www.fs.usda.gov/arp
2,Rocky Mountain,ARAPAHO AND ROOSEVELT,SULPHUR,GRANBY,CO,"GRANBY, CO",,,,http://www.fs.usda.gov/arp
2,Rocky Mountain,"GRAND MESA, UNCOMPAHGRE AND GUNNISON",GRAND VALLEY,COLLBRAN,CO,"COLLBRAN, CO",Job Corps crew,YES,Housing only for job corps students. USFS fire staff not provided housing,
2,Rocky Mountain,"GRAND MESA, UNCOMPAHGRE AND GUNNISON",GRAND VALLEY,GRAND JUNCTION,CO,"GRAND JUNCTION, CO",WFM,NO,Unaweep WFM (BLM),http://www.fs.usda.gov/gmug
2,Rocky Mountain,"GRAND MESA, UNCOMPAHGRE AND GUNNISON",GUNNISON,GUNNISON,CO,"GUNNISON, CO","Engine, IA Crew/Squad (4-10 person)",YES,"Small amount of housing, 3 dorm style rooms about 10 miles from duty station with limited WiFi/AT&T service. ",http://www.fs.usda.gov/gmug
2,Rocky Mountain,"GRAND MESA, UNCOMPAHGRE AND GUNNISON",NORWOOD,NORWOOD,CO,"NORWOOD, CO",,,,http://www.fs.usda.gov/gmug
2,Rocky Mountain,"GRAND MESA, UNCOMPAHGRE AND GUNNISON",OURAY,MONTROSE,CO,"MONTROSE, CO",,,,http://www.fs.usda.gov/gmug
2,Rocky Mountain,"GRAND MESA, UNCOMPAHGRE AND GUNNISON",PAONIA,PAONIA,CO,"PAONIA, CO",,,,http://www.fs.usda.gov/gmug
2,Rocky Mountain,MEDICINE BOW-ROUTT,HAHNS PEAK-BEARS EARS,STEAMBOAT SPGS,CO,"STEAMBOAT SPGS, CO",WFM,YES,"small 10 person bunkhouse, always fills up quick from steeeep local housing prices",http://www.fs.usda.gov/mbr
2,Rocky Mountain,MEDICINE BOW-ROUTT,PARKS,WALDEN,CO,"WALDEN, CO",Engine,YES,"Housing available for one seasonal employee in double occupancy bunkhouse.  No housing for 13/13s (2), 18/8 (1), and 26/0 (1).  Very few local rental properties with average waitlist of 3 months to 9 months to find local accommodations.  Town is approximately 600 people, 55 miles from larger communities of Laramie WY and Steamboat Springs CO where many single occupancy rentals  exist with a range in price from 800/month to in excess of 2000/month but require a 1 to 1.5 hour one way commute.",http://www.fs.usda.gov/mbr
2,Rocky Mountain,MEDICINE BOW-ROUTT,YAMPA,YAMPA,CO,"YAMPA, CO","Engines, Fuels",YES,,http://www.fs.usda.gov/mbr
2,Rocky Mountain,PIKE AND SAN ISABEL,COMANCHE NATIONAL GRASSLAND,SPRINGFIELD,CO,"SPRINGFIELD, CO",Engine,YES,,http://www.fs.usda.gov/psicc
2,Rocky Mountain,PIKE AND SAN ISABEL,LEADVILLE,LEADVILLE,CO,"LEADVILLE, CO",,,,http://www.fs.usda.gov/psicc
2,Rocky Mountain,PIKE AND SAN ISABEL,PIKES PEAK,COLORADO SPGS,CO,"COLORADO SPGS, CO",,,,http://www.fs.usda.gov/psicc
2,Rocky Mountain,PIKE AND SAN ISABEL,PIKES PEAK,MONUMENT,CO,"MONUMENT, CO","Hotshot Crew, Helitack",YES,,http://www.fs.usda.gov/psicc
2,Rocky Mountain,PIKE AND SAN ISABEL,PIKES PEAK,WOODLAND PARK,CO,"WOODLAND PARK, CO",,,,http://www.fs.usda.gov/psicc
2,Rocky Mountain,PIKE AND SAN ISABEL,SALIDA,SALIDA,CO,"SALIDA, CO",,,,http://www.fs.usda.gov/psicc
2,Rocky Mountain,PIKE AND SAN ISABEL,SAN CARLOS,CANON CITY,CO,"CANON CITY, CO",Engine,NO,"Cheap, dorm style housing near station â€” 350 a month, lots of BLM and USFS employees",http://www.fs.usda.gov/psicc
2,Rocky Mountain,PIKE AND SAN ISABEL,SOUTH PARK,FAIRPLAY,CO,"FAIRPLAY, CO",,,,http://www.fs.usda.gov/psicc
2,Rocky Mountain,PIKE AND SAN ISABEL,SOUTH PARK,LAKE GEORGE,CO,"LAKE GEORGE, CO",,,,http://www.fs.usda.gov/psicc
2,Rocky Mountain,PIKE AND SAN ISABEL,SOUTH PLATTE,CONIFER,CO,"CONIFER, CO",,,,http://www.fs.usda.gov/psicc
2,Rocky Mountain,RIO GRANDE,CONEJOS PEAK,LA JARA,CO,"LA JARA, CO",Engine,YES,,http://www.fs.usda.gov/riogrande
2,Rocky Mountain,RIO GRANDE,DIVIDE,CREEDE,CO,"CREEDE, CO",,,,http://www.fs.usda.gov/riogrande
2,Rocky Mountain,RIO GRANDE,DIVIDE,DEL NORTE,CO,"DEL NORTE, CO",,,,http://www.fs.usda.gov/riogrande
2,Rocky Mountain,RIO GRANDE,SAGUACHE,SAGUACHE,CO,"SAGUACHE, CO",,,,http://www.fs.usda.gov/riogrande
2,Rocky Mountain,SAN JUAN,COLUMBINE,BAYFIELD,CO,"BAYFIELD, CO","Engine, WFM",YES,"Bayfield housing is at Vallecito Work Center and is very limited, with maybe only 2 beds? - An old bunk house at Vallecito where the WFM and Engine are out of. Maybe 2 rooms. Limited rentals in bayfield and Durango. Most are $$$. Home prices are outrageous. Good luck.  - Absolute shithole",http://www.fs.usda.gov/sanjuan
2,Rocky Mountain,SAN JUAN,MANCOS/DOLORES,DOLORES,CO,"DOLORES, CO","Engine, Fuels",YES,"Only for seasonals, perms are stuck looking for overpriced and slim to none real estate.",http://www.fs.usda.gov/sanjuan
2,Rocky Mountain,SAN JUAN,PAGOSA,PAGOSA SPGS,CO,"PAGOSA SPGS, CO","Engine, IA Crew/Squad (4-10 person)",YES,,http://www.fs.usda.gov/sanjuan
2,Rocky Mountain,WHITE RIVER,ASPEN,ASPEN,CO,"ASPEN, CO",,,,http://www.fs.usda.gov/whiteriver
2,Rocky Mountain,WHITE RIVER,ASPEN,CARBONDALE,CO,"CARBONDALE, CO",,,,http://www.fs.usda.gov/whiteriver
2,Rocky Mountain,WHITE RIVER,BLANCO,MEEKER,CO,"MEEKER, CO",,,,http://www.fs.usda.gov/whiteriver
2,Rocky Mountain,WHITE RIVER,DILLON,SILVERTHORNE,CO,"SILVERTHORNE, CO",,,,http://www.fs.usda.gov/whiteriver
2,Rocky Mountain,WHITE RIVER,EAGLE,EAGLE,CO,"EAGLE, CO",,,,http://www.fs.usda.gov/whiteriver
2,Rocky Mountain,WHITE RIVER,HOLY CROSS,MINTURN,CO,"MINTURN, CO",,,,http://www.fs.usda.gov/whiteriver
2,Rocky Mountain,WHITE RIVER,RIFLE,RIFLE,CO,"RIFLE, CO","Engine, WFM, Helitack",YES,"The helitack crew is very dialed, but you will likely not leave the district.",http://www.fs.usda.gov/whiteriver
2,Rocky Mountain,WHITE RIVER,SOPRIS,CARBONDALE,CO,"CARBONDALE, CO",,,,http://www.fs.usda.gov/whiteriver
1,Northern,IDAHO PANHANDLE,BONNERS FERRY,BONNERS FERRY,ID,"BONNERS FERRY, ID",Engine,YES,,https://www.fs.usda.gov/ipnf/
1,Northern,IDAHO PANHANDLE,COEUR D ALENE RIVER,COEUR D ALENE,ID,"COEUR D ALENE, ID",Helitack,NO,,https://www.fs.usda.gov/ipnf/
1,Northern,IDAHO PANHANDLE,COEUR D ALENE RIVER,SMELTERVILLE,ID,"SMELTERVILLE, ID",,,,https://www.fs.usda.gov/ipnf/
1,Northern,IDAHO PANHANDLE,PRIEST LAKE,PRIEST RIVER,ID,"PRIEST RIVER, ID",,,,https://www.fs.usda.gov/ipnf/
1,Northern,IDAHO PANHANDLE,SANDPOINT,SANDPOINT,ID,"SANDPOINT, ID",WFM,NO,,https://www.fs.usda.gov/ipnf/
1,Northern,IDAHO PANHANDLE,ST. JOE,AVERY,ID,"AVERY, ID","Engine, WFM",YES,,https://www.fs.usda.gov/ipnf/
1,Northern,IDAHO PANHANDLE,ST. JOE,ST. MARIES,ID,"ST. MARIES, ID",Engine,NO,,https://www.fs.usda.gov/ipnf/
1,Northern,IDAHO PANHANDLE,,PRIEST LAKE,ID,"PRIEST LAKE, ID",Engine,YES,,https://www.fs.usda.gov/ipnf/
1,Northern,NEZ PERCE-CLEARWATER,GRANGEVILLE AIR CENTER,GRANGEVILLE,ID,"GRANGEVILLE, ID","Smokejumper, Helitack",NO,,http://www.fs.usda.gov/nezperceclearwater/
1,Northern,NEZ PERCE-CLEARWATER,LOCHSA/POWELL,KOOSKIA,ID,"KOOSKIA, ID","Engine, IA Crew/Squad (4-10 person), WFM, Prevention",YES,,http://www.fs.usda.gov/nezperceclearwater/
1,Northern,NEZ PERCE-CLEARWATER,LOCHSA/POWELL,POWELL,ID,"POWELL, ID","Engine, IA Crew/Squad (4-10 person)",YES,No cell service,http://www.fs.usda.gov/nezperceclearwater/
1,Northern,NEZ PERCE-CLEARWATER,MOOSE CREEK,KOOSKIA,ID,"KOOSKIA, ID","Engine, WFM",YES,The trails/other house has a rape shower,http://www.fs.usda.gov/nezperceclearwater/
1,Northern,NEZ PERCE-CLEARWATER,NORTH FORK,OROFINO,ID,"OROFINO, ID","Engine, IA Crew/Squad (4-10 person), Fuels",YES,,http://www.fs.usda.gov/nezperceclearwater/
1,Northern,NEZ PERCE-CLEARWATER,PALOUSE,POTLATCH,ID,"POTLATCH, ID",Type 2/2IA Handcrew,YES,,http://www.fs.usda.gov/nezperceclearwater/
1,Northern,NEZ PERCE-CLEARWATER,RED RIVER,ELK CITY,ID,"ELK CITY, ID","Engine, IA Crew/Squad (4-10 person),Type 2/2IA Handcrew (Dedicated 20+person), Fuels, Prevention",YES,Two different stations. Housing at both.,http://www.fs.usda.gov/nezperceclearwater/
1,Northern,NEZ PERCE-CLEARWATER,SALMON RIVER,WHITE BIRD,ID,"WHITE BIRD, ID","Engine, IA Crew/Squad (4-10 person)",YES,,http://www.fs.usda.gov/nezperceclearwater/
1,Northern,NEZ PERCE-CLEARWATER,,MOOSE CREEK,ID,"MOOSE CREEK, ID","Engine, WFM",YES,,http://www.fs.usda.gov/nezperceclearwater/
4,Intermountain,BOISE,CASCADE,CASCADE,ID,"CASCADE, ID","Engine, WFM",YES,,http://www.fs.usda.gov/boise
4,Intermountain,BOISE,EMMETT,EMMETT,ID,"EMMETT, ID","Engine, Hotshot Crew, Helitack, Fuels, Prevention",YES,,http://www.fs.usda.gov/boise
4,Intermountain,BOISE,IDAHO CITY,IDAHO CITY,ID,"IDAHO CITY, ID","Engine, Type 2/2IA Handcrew, Hotshot Crew, Prevention",YES,,http://www.fs.usda.gov/boise
4,Intermountain,BOISE,LOWMAN,LOWMAN,ID,"LOWMAN, ID","Engine, Type 2/2IA Handcrew (Dedicated 20+person)",YES,,http://www.fs.usda.gov/boise
4,Intermountain,BOISE,MOUNTAIN HOME,MOUNTAIN HOME,ID,"MOUNTAIN HOME, ID","Engine, IA Crew/Squad (4-10 person), Rappel, Prevention",YES,Bunkhouse is out at the helibase on Lucky Peak Reservoir,http://www.fs.usda.gov/boise
4,Intermountain,BOISE,,YELLOW PINE,ID,"YELLOW PINE, ID",IA Crew/Squad (4-10 person),YES,,http://www.fs.usda.gov/boise
4,Intermountain,CARIBOU-TARGHEE,ASHTON/ISLAND PARK,ASHTON,ID,"ASHTON, ID",,,,http://www.fs.usda.gov/ctnf
4,Intermountain,CARIBOU-TARGHEE,ASHTON/ISLAND PARK,ISLAND PARK,ID,"ISLAND PARK, ID",Type 2/2IA Handcrew,YES,,http://www.fs.usda.gov/ctnf
4,Intermountain,CARIBOU-TARGHEE,DUBOIS,DUBOIS,ID,"DUBOIS, ID",,,,http://www.fs.usda.gov/ctnf
4,Intermountain,CARIBOU-TARGHEE,MONTPELIER,MONTPELIER,ID,"MONTPELIER, ID",Engine,YES,,http://www.fs.usda.gov/ctnf
4,Intermountain,CARIBOU-TARGHEE,PALISADES,IDAHO FALLS,ID,"IDAHO FALLS, ID",,,,http://www.fs.usda.gov/ctnf
4,Intermountain,CARIBOU-TARGHEE,PALISADES,SWAN VALLEY,ID,"SWAN VALLEY, ID","Engine, Helitack",YES,,http://www.fs.usda.gov/ctnf
4,Intermountain,CARIBOU-TARGHEE,SODA SPRINGS,MONTPELIER,ID,"MONTPELIER, ID",,,,http://www.fs.usda.gov/ctnf
4,Intermountain,CARIBOU-TARGHEE,SODA SPRINGS,SODA SPRINGS,ID,"SODA SPRINGS, ID",,,,http://www.fs.usda.gov/ctnf
4,Intermountain,CARIBOU-TARGHEE,TETON BASIN,DRIGGS,ID,"DRIGGS, ID",,,,http://www.fs.usda.gov/ctnf
4,Intermountain,CARIBOU-TARGHEE,WESTSIDE,POCATELLO,ID,"POCATELLO, ID","Engine, Helitack, Fuels",NO,,http://www.fs.usda.gov/ctnf
4,Intermountain,PAYETTE,COUNCIL,COUNCIL,ID,"COUNCIL, ID","Engine, WFM",YES,"Hells Canyon WFM, Type 6 and Type 4 engine",http://www.fs.usda.gov/payette
4,Intermountain,PAYETTE,KRASSEL,MCCALL,ID,"MCCALL, ID","WFM, Helitack",YES,,http://www.fs.usda.gov/payette
4,Intermountain,PAYETTE,MCCALL,MCCALL,ID,"MCCALL, ID","Engine, WFM",YES,"Limited bunkhouse rooms available for around $150 per month. Trailer pads around $350. ""Married"" housing around $750 a month. All of the districts on the Payette offer housing.",http://www.fs.usda.gov/payette
4,Intermountain,PAYETTE,NEW MEADOWS,NEW MEADOWS,ID,"NEW MEADOWS, ID","Rappel, Engine",YES,,http://www.fs.usda.gov/payette
4,Intermountain,PAYETTE,WEISER,WEISER,ID,"WEISER, ID",,,,http://www.fs.usda.gov/payette
4,Intermountain,SALMON AND CHALLIS,CHALLIS & YANKEE FORK,CHALLIS,ID,"CHALLIS, ID","Engine, Helitack, Fuels, Prevention",YES,Newish bunkhouses for seasonals in Challis,http://www.fs.usda.gov/scnf
4,Intermountain,SALMON AND CHALLIS,CHALLIS & YANKEE FORK,CLAYTON,ID,"CLAYTON, ID","Engine, WFM",YES,Perm and seasonal housing right on the river. 30 min to Challis and Stanley. nearby do-it-all gas station with good food and misc stuff,http://www.fs.usda.gov/scnf
4,Intermountain,SALMON AND CHALLIS,LEADORE,LEADORE,ID,"LEADORE, ID",,,,http://www.fs.usda.gov/scnf
4,Intermountain,SALMON AND CHALLIS,LOST RIVER,MACKAY,ID,"MACKAY, ID",Engine,YES,,http://www.fs.usda.gov/scnf
4,Intermountain,SALMON AND CHALLIS,MIDDLE FORK,CHALLIS,ID,"CHALLIS, ID",,,,http://www.fs.usda.gov/scnf
4,Intermountain,SALMON AND CHALLIS,NORTH FORK,NORTH FORK,ID,"NORTH FORK, ID",,,,http://www.fs.usda.gov/scnf
4,Intermountain,SALMON AND CHALLIS,SALMON AND COBALT,SALMON,ID,"SALMON, ID",Rappel,NO,,http://www.fs.usda.gov/scnf
4,Intermountain,SAWTOOTH,FAIRFIELD,FAIRFIELD,ID,"FAIRFIELD, ID",,,,http://www.fs.usda.gov/sawtooth
4,Intermountain,SAWTOOTH,KETCHUM,KETCHUM,ID,"KETCHUM, ID","Engine, Helitack, Prevention",YES,,http://www.fs.usda.gov/sawtooth
4,Intermountain,SAWTOOTH,MINIDOKA,BURLEY,ID,"BURLEY, ID","Engine, Fuels, Prevention",YES,2 bunkhouses in Malta,http://www.fs.usda.gov/sawtooth
4,Intermountain,SAWTOOTH,SAWTOOTH NATIONAL RECREATION AREA,STANLEY,ID,"STANLEY, ID","Engine, IA Crew/Squad (4-10 person)",YES,"Bunkhouse first seasonals, FEMA trailers for perms, limited year round housing ",http://www.fs.usda.gov/sawtooth
4,Intermountain,SAWTOOTH,SAWTOOTH SO,JEROME,ID,"JEROME, ID",Hotshot Crew,NO,,http://www.fs.usda.gov/sawtooth
6,Pacific Northwest,WALLOWA-WHITMAN,HELLS CANYON NATIONAL RECREATION AREA,RIGGINS,ID,"RIGGINS, ID",,,,http://www.fs.usda.gov/wallowa-whitman
2,Rocky Mountain,PIKE AND SAN ISABEL,CIMARRON NATIONAL GRASSLAND,ELKHART,KS,"ELKHART, KS",,,,http://www.fs.usda.gov/psicc
1,Northern,BEAVERHEAD-DEERLODGE,BUTTE,BUTTE,MT,"BUTTE, MT","Engine, Fuels, Prevention, Type 2/2IA Handcrew (Dedicated 20+person), IA Crew/Squad (4-10 person), Hotshot Crew",NO,,http://www.fs.usda.gov/bdnf
1,Northern,BEAVERHEAD-DEERLODGE,BUTTE,WHITEHALL,MT,"WHITEHALL, MT","Engine, IA Crew/Squad (4-10 person)",YES,"I have stayed in the housing, one male one female building. I believe they have 2 T6 engines",http://www.fs.usda.gov/bdnf
1,Northern,BEAVERHEAD-DEERLODGE,DILLON,DILLON,MT,"DILLON, MT","Engine, Type 2/2IA Handcrew, IA Crew/Squad (4-10 person)",YES,Some housing available through university,http://www.fs.usda.gov/bdnf
1,Northern,BEAVERHEAD-DEERLODGE,MADISON,ENNIS,MT,"ENNIS, MT",,YES,,http://www.fs.usda.gov/bdnf
1,Northern,BEAVERHEAD-DEERLODGE,PINTLER,PHILIPSBURG,MT,"PHILIPSBURG, MT",Engine,YES,,http://www.fs.usda.gov/bdnf
1,Northern,BEAVERHEAD-DEERLODGE,WISDOM,WISDOM,MT,"WISDOM, MT","Engine, IA Crew/Squad (4-10 person)",YES,,http://www.fs.usda.gov/bdnf
1,Northern,BEAVERHEAD-DEERLODGE,WISDOM,WISE RIVER,MT,"WISE RIVER, MT","Engine, IA Crew/Squad (4-10 person), Helitack",YES,"New Helibase construction in Wise River that includes new, additional housing for seasonals (slated to be completed Oct 2022). Will add 8 new seasonal beds",http://www.fs.usda.gov/bdnf
1,Northern,BITTERROOT,STEVENSVILLE,STEVENSVILLE,MT,"STEVENSVILLE, MT",Engine,YES,,http://www.fs.usda.gov/bitterroot
1,Northern,BITTERROOT,SULA,SULA,MT,"SULA, MT","Engine, Hotshot Crew",YES,,http://www.fs.usda.gov/bitterroot
1,Northern,BITTERROOT,SO,HAMILTON,MT,"HAMILTON, MT",Helitack,NO,,http://www.fs.usda.gov/bitterroot
1,Northern,BITTERROOT,WEST FORK,DARBY,MT,"DARBY, MT","Engine, IA Crew/Squad (4-10 person), Fuels",YES,"bunkhouse and station are 25 min from town, West Fork ranger station, duty station darby, separate crew/ district from ""Darby/sula"" ",http://www.fs.usda.gov/bitterroot
1,Northern,CUSTER GALLATIN,ASHLAND,ASHLAND,MT,"ASHLAND, MT","Engine, Fuels",YES,,http://www.fs.usda.gov/custergallatin
1,Northern,CUSTER GALLATIN,BEARTOOTH,RED LODGE,MT,"RED LODGE, MT",,,,http://www.fs.usda.gov/custergallatin
