Code,City,County,State
160112055,BAYVIEW,KOOTENAI,IDAHO
160114007,BERN,BEAR LAKE,IDAHO
160120013,BELLEVUE,BLAINE,IDAHO
160125007,BENNINGTON,BEAR LAKE,IDAHO
160130011,BLACKFOOT,BINGHAM,IDAHO
160134017,BLANCHARD,BONNER,IDAHO
160140047,BLISS,GOODING,IDAHO
160150007,BLOOMINGTON,BEAR LAKE,IDAHO
160160001,BOISE,ADA,IDAHO
160170021,BONNERS FERRY,BOUNDARY,IDAHO
160180057,BOVILL,LATAH,IDAHO
160183031,BRIDGE,CASSIA,IDAHO
160185073,BRUNEAU,OWYHEE,IDAHO
160190083,BUHL,TWIN FALLS,IDAHO
160195079,BURKE,SHOSHONE,IDAHO
160200031,BURLEY,CASSIA,IDAHO
160205023,BUTTE CITY,BUTTE,IDAHO
160208079,CALDER,SHOSHONE,IDAHO
160210027,CALDWELL,CANYON,IDAHO
160213059,CARMEN,LEMHI,IDAHO
160220087,CAMBRIDGE,WASHINGTON,IDAHO
160225013,CAREY,BLAINE,IDAHO
160226017,CAREYWOOD,BONNER,IDAHO
160230085,CASCADE,VALLEY,IDAHO
160233083,CASTLEFORD,TWIN FALLS,IDAHO
160235055,CATALDO,KOOTENAI,IDAHO
160240037,CHALLIS,CUSTER,IDAHO
160250009,CHATCOLET,BENEWAH,IDAHO
160251043,CHESTER,FREMONT,IDAHO
160260005,CHUBBUCK,BANNOCK,IDAHO
160270017,CLARK FORK,BONNER,IDAHO
160275079,CLARKIA,SHOSHONE,IDAHO
160280055,CLARKSVILLE,KOOTENAI,IDAHO
160282037,CLAYTON,CUSTER,IDAHO
160283049,CLEARWATER,IDAHO,IDAHO
160290041,CLIFTON,FRANKLIN,IDAHO
160295059,COBALT,LEMHI,IDAHO
160297017,COCOLALLA,BONNER,IDAHO
160300055,COEUR D ALENE,KOOTENAI,IDAHO
160301017,COLBURN,BONNER,IDAHO
160302001,COLLISTER,ADA,IDAHO
160303029,CONDA,CARIBOU,IDAHO
160305017,COOLIN,BONNER,IDAHO
160306021,COPELAND,BOUNDARY,IDAHO
160308025,CORRAL,CAMAS,IDAHO
160310049,COTTONWOOD,IDAHO,IDAHO
160320003,COUNCIL,ADAMS,IDAHO
160330061,CRAIGMONT,LEWIS,IDAHO
160340069,CULDESAC,NEZ PERCE,IDAHO
160350065,DALBY,MADISON,IDAHO
160355055,DALTON GARDENS,KOOTENAI,IDAHO
160356023,DARLINGTON,BUTTE,IDAHO
160360041,DAYTON,FRANKLIN,IDAHO
160370057,DEARY,LATAH,IDAHO
160380031,DECLO,CASSIA,IDAHO
160385009,DESMET,BENEWAH,IDAHO
160390063,DIETRICH,LINCOLN,IDAHO
160391007,DINGLE,BEAR LAKE,IDAHO
160394049,DIXIE,IDAHO,IDAHO
160395085,DONNELLY,VALLEY,IDAHO
160398017,DOVER,BONNER,IDAHO
160400005,DOWNEY,BANNOCK,IDAHO
160410081,DRIGGS,TETON,IDAHO
160420043,DRUMMOND,FREMONT,IDAHO
160430033,DUBOIS,CLARK,IDAHO
160435001,EAGLE,ADA,IDAHO
160440017,EAST HOPE,BONNER,IDAHO
160445021,EASTPORT,BOUNDARY,IDAHO
160460053,EDEN,JEROME,IDAHO
160463031,ELBA,CASSIA,IDAHO
160465049,ELK CITY,IDAHO,IDAHO
160470035,ELK RIVER,CLEARWATER,IDAHO
160471037,ELLIS,CUSTER,IDAHO
160479009,EMIDA,BENEWAH,IDAHO
160480045,EMMETT,GEM,IDAHO
160481079,ENAVILLE,SHOSHONE,IDAHO
160490025,FAIRFIELD,CAMAS,IDAHO
160500041,FAIRVIEW,FRANKLIN,IDAHO
160501039,FEATHERVILLE,ELMORE,IDAHO
160502081,FELT,TETON,IDAHO
160505049,FENN,IDAHO,IDAHO
160510049,FERDINAND,IDAHO,IDAHO
160515055,FERNAN LAKE,KOOTENAI,IDAHO
160516009,FERNWOOD,BENEWAH,IDAHO
160520083,FILER,TWIN FALLS,IDAHO
160530011,FIRTH,BINGHAM,IDAHO
160532007,FISH HAVEN,BEAR LAKE,IDAHO
160535011,FORT HALL,BINGHAM,IDAHO
160536005,FORT HALL IND RES,BANNOCK,IDAHO
160540041,FRANKLIN,FRANKLIN,IDAHO
160560075,FRUITLAND,PAYETTE,IDAHO
160562003,FRUITVALE,ADAMS,IDAHO
160569015,GARDENA,BOISE,IDAHO
160570001,GARDEN CITY,ADA,IDAHO
160573015,GARDEN VALLEY,BOISE,IDAHO
160580057,GENESEE,LATAH,IDAHO
160581007,GENEVA,BEAR LAKE,IDAHO
160590007,GEORGETOWN,BEAR LAKE,IDAHO
160594059,GIBBONSVILLE,LEMHI,IDAHO
160595055,GIBBS,KOOTENAI,IDAHO
160600039,GLENNS FERRY,ELMORE,IDAHO
160610047,GOODING,GOODING,IDAHO
160620029,GRACE,CARIBOU,IDAHO
160622073,GRAND VIEW,OWYHEE,IDAHO
160630049,GRANGEVILLE,IDAHO,IDAHO
160631073,GRASMERE,OWYHEE,IDAHO
160632049,GREENCREEK,IDAHO,IDAHO
160633027,GREENLEAF,CANYON,IDAHO
160636035,GREER,CLEARWATER,IDAHO
160637037,GROUSE,CUSTER,IDAHO
160640047,HAGERMAN,GOODING,IDAHO
160650013,HAILEY,BLAINE,IDAHO
160654051,HAMER,JEFFERSON,IDAHO
160656039,HAMMETT,ELMORE,IDAHO
160660083,HANSEN,TWIN FALLS,IDAHO
160670055,HARRISON,KOOTENAI,IDAHO
160671057,HARVARD,LATAH,IDAHO
160680055,HAUSER,KOOTENAI,IDAHO
160688055,HAYDEN,KOOTENAI,IDAHO
160690055,HAYDEN LAKE,KOOTENAI,IDAHO
160700053,HAZELTON,JEROME,IDAHO
160708035,HEADQUARTERS,CLEARWATER,IDAHO
160710051,HEISE,JEFFERSON,IDAHO
160720067,HEYBURN,MINIDOKA,IDAHO
160721025,HILL CITY,CAMAS,IDAHO
160725071,HOLBROOK,ONEIDA,IDAHO
160730083,HOLLISTER,TWIN FALLS,IDAHO
160740073,HOMEDALE,OWYHEE,IDAHO
160750017,HOPE,BONNER,IDAHO
160760015,HORSESHOE BEND,BOISE,IDAHO
160765023,HOWE,BUTTE,IDAHO
160770055,HUETTER,KOOTENAI,IDAHO
160772027,HUSTON,CANYON,IDAHO
160780015,IDAHO CITY,BOISE,IDAHO
160790019,IDAHO FALLS,BONNEVILLE,IDAHO
160796003,INDIAN VALLEY,ADAMS,IDAHO
160800005,INKOM,BANNOCK,IDAHO
160805043,ISLAND PARK,FREMONT,IDAHO
160810019,IONA,BONNEVILLE,IDAHO
160820019,IRWIN,BONNEVILLE,IDAHO
160830053,JEROME,JEROME,IDAHO
160840057,JULIAETTA,LATAH,IDAHO
160850061,KAMIAH,LEWIS,IDAHO
160860079,KELLOGG,SHOSHONE,IDAHO
160870057,KENDRICK,LATAH,IDAHO
160880013,KETCHUM,BLAINE,IDAHO
160882049,KEUTERVILLE,IDAHO,IDAHO
160890083,KIMBERLY,TWIN FALLS,IDAHO
160892039,KING HILL,ELMORE,IDAHO
160895079,KINGSTON,SHOSHONE,IDAHO
160900049,KOOSKIA,IDAHO,IDAHO
160910017,KOOTENAI,BONNER,IDAHO
160920001,KUNA,ADA,IDAHO
160923017,LACLEDE,BONNER,IDAHO
160925085,LAKE FORK,VALLEY,IDAHO
160927043,LAMONT,FREMONT,IDAHO
160930069,LAPWAI,NEZ PERCE,IDAHO
160940005,LAVA HOT SPRINGS,BANNOCK,IDAHO
160950059,LEADORE,LEMHI,IDAHO
160953059,LEMHI,LEMHI,IDAHO
160955069,LENORE,NEZ PERCE,IDAHO
160958037,LESLIE,CUSTER,IDAHO
160959045,LETHA,GEM,IDAHO
160960069,LEWISTON,NEZ PERCE,IDAHO
160962069,LEWISTON ORCHARDS,NEZ PERCE,IDAHO
160970051,LEWISVILLE,JEFFERSON,IDAHO
160975019,LINCOLN,BONNEVILLE,IDAHO
160978051,LORENZO,JEFFERSON,IDAHO
160980015,LOWMAN,BOISE,IDAHO
160981049,LUCILE,IDAHO,IDAHO
160990085,MCCALL,VALLEY,IDAHO
161000005,MCCAMMON,BANNOCK,IDAHO
161010037,MACKAY,CUSTER,IDAHO
161020071,MALAD CITY,ONEIDA,IDAHO
161025031,MALTA,CASSIA,IDAHO
161030073,MARSING,OWYHEE,IDAHO
161040043,MARYSVILLE,FREMONT,IDAHO
161045059,MAY,LEMHI,IDAHO
161047055,MEDIMONT,KOOTENAI,IDAHO
161050027,MELBA,CANYON,IDAHO
161060051,MENAN,JEFFERSON,IDAHO
161070001,MERIDIAN,ADA,IDAHO
161071003,MESA,ADAMS,IDAHO
161080027,MIDDLETON,CANYON,IDAHO
161090087,MIDVALE,WASHINGTON,IDAHO
161100067,MINIDOKA,MINIDOKA,IDAHO
161110041,MINKCREEK,FRANKLIN,IDAHO
161118045,MONTOUR,GEM,IDAHO
161119051,MONTEVIEW,JEFFERSON,IDAHO
161120007,MONTPELIER,BEAR LAKE,IDAHO
161130023,MOORE,BUTTE,IDAHO
161136011,MORELAND,BINGHAM,IDAHO
161140057,MOSCOW,LATAH,IDAHO
161150039,MOUNTAIN HOME,ELMORE,IDAHO
161155039,MOUNTAIN HOME AFB,ELMORE,IDAHO
161170021,MOYIE SPRINGS,BOUNDARY,IDAHO
161175051,MUD LAKE,JEFFERSON,IDAHO
161180079,MULLAN,SHOSHONE,IDAHO
161187073,MURPHY,OWYHEE,IDAHO
161188079,MURRAY,SHOSHONE,IDAHO
161190083,MURTAUGH,TWIN FALLS,IDAHO
161191031,NAF,CASSIA,IDAHO
161200027,NAMPA,CANYON,IDAHO
161204021,NAPLES,BOUNDARY,IDAHO
161210043,NEWDALE,FREMONT,IDAHO
161220003,NEW MEADOWS,ADAMS,IDAHO
161230075,NEW PLYMOUTH,PAYETTE,IDAHO
161240061,NEZPERCE,LEWIS,IDAHO
161245017,NORDMAN,BONNER,IDAHO
161248059,NORTH FORK,LEMHI,IDAHO
161260027,NOTUS,CANYON,IDAHO
161270031,OAKLEY,CASSIA,IDAHO
161271037,OBSIDIAN,CUSTER,IDAHO
161275045,OLA,GEM,IDAHO
161280017,OLDTOWN,BONNER,IDAHO
161299073,OREANA,OWYHEE,IDAHO
161300035,OROFINO,CLEARWATER,IDAHO
161305079,OSBURN,SHOSHONE,IDAHO
161308007,OVID,BEAR LAKE,IDAHO
161310041,OXFORD,FRANKLIN,IDAHO
161312079,PAGE,SHOSHONE,IDAHO
161315019,PALISADES,BONNEVILLE,IDAHO
161320007,PARIS,BEAR LAKE,IDAHO
161330043,PARKER,FREMONT,IDAHO
161340027,PARMA,CANYON,IDAHO
161350059,PATTERSON,LEMHI,IDAHO
161360067,PAUL,MINIDOKA,IDAHO
161370075,PAYETTE,PAYETTE,IDAHO
161380045,PEARL,GEM,IDAHO
161390069,PECK,NEZ PERCE,IDAHO
161395013,PICABO,BLAINE,IDAHO
161400035,PIERCE,CLEARWATER,IDAHO
161405079,PINEHURST,SHOSHONE,IDAHO
161407011,PINGREE,BINGHAM,IDAHO
161410015,PLACERVILLE,BOISE,IDAHO
161420009,PLUMMER,BENEWAH,IDAHO
161430005,POCATELLO,BANNOCK,IDAHO
161442049,POLLOCK,IDAHO,IDAHO
161450017,PONDERAY,BONNER,IDAHO
161455021,PORTHILL,BOUNDARY,IDAHO
161460055,POST FALLS,KOOTENAI,IDAHO
161470057,POTLATCH,LATAH,IDAHO
161480041,PRESTON,FRANKLIN,IDAHO
161490017,PRIEST RIVER,BONNER,IDAHO
161495057,PRINCETON,LATAH,IDAHO
161497079,PRICHARD,SHOSHONE,IDAHO
161500055,RATHDRUM,KOOTENAI,IDAHO
161502037,REDFISH LAKE,CUSTER,IDAHO
161510061,REUBENS,LEWIS,IDAHO
161520065,REXBURG,MADISON,IDAHO
161530063,RICHFIELD,LINCOLN,IDAHO
161540051,RIGBY,JEFFERSON,IDAHO
161550049,RIGGINS,IDAHO,IDAHO
161560019,RIRIE,BONNEVILLE,IDAHO
161560051,RIRIE,JEFFERSON,IDAHO
161570051,ROBERTS,JEFFERSON,IDAHO
161575011,ROCKFORD,BINGHAM,IDAHO
161580077,ROCKLAND,POWER,IDAHO
161585083,ROGERSON,TWIN FALLS,IDAHO
161590067,RUPERT,MINIDOKA,IDAHO
161595017,SAGLE,BONNER,IDAHO
161600043,SAINT ANTHONY,FREMONT,IDAHO
161610007,SAINT CHARLES,BEAR LAKE,IDAHO
161620009,SAINT MARIES,BENEWAH,IDAHO
161630059,SALMON,LEMHI,IDAHO
161635017,SAMUELS,BONNER,IDAHO
161639009,SANDERS,BENEWAH,IDAHO
161640017,SANDPOINT,BONNER,IDAHO
161645023,SCOVILLE,BUTTE,IDAHO
161646009,SANTA,BENEWAH,IDAHO
161650011,SHELLEY,BINGHAM,IDAHO
161660063,SHOSHONE,LINCOLN,IDAHO
161661059,SHOUP,LEMHI,IDAHO
161663079,SILVERTON,SHOSHONE,IDAHO
161670079,SMELTERVILLE,SHOSHONE,IDAHO
161680029,SODA SPRINGS,CARIBOU,IDAHO
161695069,SOUTHWICK,NEZ PERCE,IDAHO
161697069,SPALDING,NEZ PERCE,IDAHO
161700033,SPENCER,CLARK,IDAHO
161710055,SPIRIT LAKE,KOOTENAI,IDAHO
161712011,SPRINGFIELD,BINGHAM,IDAHO
161715043,SQUIRREL,FREMONT,IDAHO
161720037,STANLEY,CUSTER,IDAHO
161725001,STAR,ADA,IDAHO
161730055,STATE LINE,KOOTENAI,IDAHO
161731011,STERLING,BINGHAM,IDAHO
161734071,STONE,ONEIDA,IDAHO
161750049,STITES,IDAHO,IDAHO
161760065,SUGAR CITY,MADISON,IDAHO
161770013,SUN VALLEY,BLAINE,IDAHO
161779005,SWANLAKE,BANNOCK,IDAHO
161780019,SWAN VALLEY,BONNEVILLE,IDAHO
161782045,SWEET,GEM,IDAHO
161785059,TENDOY,LEMHI,IDAHO
161790009,TENSED,BENEWAH,IDAHO
161795051,TERRETON,JEFFERSON,IDAHO
161800043,TETON,FREMONT,IDAHO
161810081,TETONIA,TETON,IDAHO
161815065,THORNTON,MADISON,IDAHO
161820057,TROY,LATAH,IDAHO
161830083,TWIN FALLS,TWIN FALLS,IDAHO
161840019,UCON,BONNEVILLE,IDAHO
161850081,VICTOR,TETON,IDAHO
161851057,VIOLA,LATAH,IDAHO
161860079,WALLACE,SHOSHONE,IDAHO
161870079,WARDNER,SHOSHONE,IDAHO
161873049,WARREN,IDAHO,IDAHO
161874029,WAYAN,CARIBOU,IDAHO
161878035,WEIPPE,CLEARWATER,IDAHO
161880087,WEISER,WASHINGTON,IDAHO
161890047,WENDELL,GOODING,IDAHO
161910041,WESTON,FRANKLIN,IDAHO
161915049,WHITE BIRD,IDAHO,IDAHO
161917001,WHITNEY,ADA,IDAHO
161920027,WILDER,CANYON,IDAHO
161930061,WINCHESTER,LEWIS,IDAHO
161940055,WORLEY,KOOTENAI,IDAHO
161950085,YELLOW PINE,VALLEY,IDAHO
170010095,ABINGDON,KNOX,ILLINOIS
170015109,ADAIR,MCDONOUGH,ILLINOIS
170018189,ADDIEVILLE,WASHINGTON,ILLINOIS
170020043,ADDISON,DU PAGE,ILLINOIS
170030141,ADELINE,OGLE,ILLINOIS
170032067,ADRIAN,HANCOCK,ILLINOIS
170038055,AKIN,FRANKLIN,ILLINOIS
170040195,ALBANY,WHITESIDE,ILLINOIS
170045027,ALBERS,CLINTON,ILLINOIS
170050047,ALBION,EDWARDS,ILLINOIS
170059111,ALDEN,MCHENRY,ILLINOIS
170060131,ALEDO,MERCER,ILLINOIS
170065137,ALEXANDER,MORGAN,ILLINOIS
170070131,ALEXIS,MERCER,ILLINOIS
170070187,ALEXIS,WARREN,ILLINOIS
170080111,ALGONQUIN,MCHENRY,ILLINOIS
170090119,ALHAMBRA,MADISON,ILLINOIS
170100185,ALLENDALE,WABASH,ILLINOIS
170105139,ALLENVILLE,MOULTRIE,ILLINOIS
170108019,ALLERTON,CHAMPAIGN,ILLINOIS
170108183,ALLERTON,VERMILION,ILLINOIS
170110121,ALMA,MARION,ILLINOIS
170120163,ALORTON,SAINT CLAIR,ILLINOIS
170130073,ALPHA,HENRY,ILLINOIS
170139171,ALSEY,SCOTT,ILLINOIS
170140031,ALSIP,COOK,ILLINOIS
170150049,ALTAMONT,EFFINGHAM,ILLINOIS
170160119,ALTON,MADISON,ILLINOIS
170170095,ALTONA,KNOX,ILLINOIS
170180181,ALTO PASS,UNION,ILLINOIS
170185183,ALVIN,VERMILION,ILLINOIS
170190103,AMBOY,LEE,ILLINOIS
170194153,AMERICA,PULASKI,ILLINOIS
170198113,ANCHOR,MCLEAN,ILLINOIS
170200161,ANDALUSIA,ROCK ISLAND,ILLINOIS
170205073,ANDOVER,HENRY,ILLINOIS
170210181,ANNA,UNION,ILLINOIS
170215033,ANNAPOLIS,CRAWFORD,ILLINOIS
170220073,ANNAWAN,HENRY,ILLINOIS
170230097,ANTIOCH,LAKE,ILLINOIS
170240085,APPLE RIVER,JO DAVIESS,ILLINOIS
170250041,ARCOLA,DOUGLAS,ILLINOIS
170260017,ARENZVILLE,CASS,ILLINOIS
170270115,ARGENTA,MACON,ILLINOIS
170276043,ARGONNE,DU PAGE,ILLINOIS
170278015,ARGO,CARROLL,ILLINOIS
170279011,ARLINGTON,BUREAU,ILLINOIS
170280031,ARLINGTON HTS,COOK,ILLINOIS
170290179,ARMINGTON,TAZEWELL,ILLINOIS
170293183,ARMSTRONG,VERMILION,ILLINOIS
170300091,AROMA PARK,KANKAKEE,ILLINOIS
170310113,ARROWSMITH,MCLEAN,ILLINOIS
170320041,ARTHUR,DOUGLAS,ILLINOIS
170320139,ARTHUR,MOULTRIE,ILLINOIS
170330075,ASHKUM,IROQUOIS,ILLINOIS
170340017,ASHLAND,CASS,ILLINOIS
170350189,ASHLEY,WASHINGTON,ILLINOIS
170360029,ASHMORE,COLES,ILLINOIS
170370103,ASHTON,LEE,ILLINOIS
170380021,ASSUMPTION,CHRISTIAN,ILLINOIS
170390057,ASTORIA,FULTON,ILLINOIS
170400129,ATHENS,MENARD,ILLINOIS
170410073,ATKINSON,HENRY,ILLINOIS
170420107,ATLANTA,LOGAN,ILLINOIS
170425129,ATTERBERRY,MENARD,ILLINOIS
170429117,ATWATER,MACOUPIN,ILLINOIS
170430041,ATWOOD,DOUGLAS,ILLINOIS
170430147,ATWOOD,PIATT,ILLINOIS
170440167,AUBURN,SANGAMON,ILLINOIS
170450067,AUGUSTA,HANCOCK,ILLINOIS
170460089,AURORA,KANE,ILLINOIS
170470077,AVA,JACKSON,ILLINOIS
170480027,AVISTON,CLINTON,ILLINOIS
170490057,AVON,FULTON,ILLINOIS
170495141,BAILEYVILLE,OGLE,ILLINOIS
170500157,BALDWIN,RANDOLPH,ILLINOIS
170502057,BANNER,FULTON,ILLINOIS
170504097,BANNOCKBURN,LAKE,ILLINOIS
170506109,BARDOLPH,MCDONOUGH,ILLINOIS
170509191,BARNHILL,WAYNE,ILLINOIS
170510031,BARRINGTON,COOK,ILLINOIS
170510097,BARRINGTON,LAKE,ILLINOIS
170512031,BARRINGTON HILLS,COOK,ILLINOIS
170512089,BARRINGTON HILLS,KANE,ILLINOIS
170512097,BARRINGTON HILLS,LAKE,ILLINOIS
170512111,BARRINGTON HILLS,MCHENRY,ILLINOIS
170520149,BARRY,PIKE,ILLINOIS
170525161,BARSTOW,ROCK ISLAND,ILLINOIS
170530027,BARTELSO,CLINTON,ILLINOIS
170540031,BARTLETT,COOK,ILLINOIS
170540043,BARTLETT,DU PAGE,ILLINOIS
170550143,BARTONVILLE,PEORIA,ILLINOIS
170554067,BASCO,HANCOCK,ILLINOIS
170560089,BATAVIA,KANE,ILLINOIS
170564013,BATCHTOWN,CALHOUN,ILLINOIS
170565167,BATES,SANGAMON,ILLINOIS
170570125,BATH,MASON,ILLINOIS
170578051,BAYLE CITY,FAYETTE,ILLINOIS
170580149,BAYLIS,PIKE,ILLINOIS
170585097,BEACH,LAKE,ILLINOIS
170589189,BEAUCOUP,WASHINGTON,ILLINOIS
170590017,BEARDSTOWN,CASS,ILLINOIS
170597107,BEASON,LOGAN,ILLINOIS
170598075,BEAVERVILLE,IROQUOIS,ILLINOIS
170600027,BECKEMEYER,CLINTON,ILLINOIS
170610031,BEDFORD PARK,COOK,ILLINOIS
170620197,BEECHER,WILL,ILLINOIS
170630049,BEECHER CITY,EFFINGHAM,ILLINOIS
170640183,BELGIUM,VERMILION,ILLINOIS
170648087,BELKNAP,JOHNSON,ILLINOIS
170650113,BELLFLOWER,MCLEAN,ILLINOIS
170660081,BELLE RIVE,JEFFERSON,ILLINOIS
170668013,BELLEVIEW,CALHOUN,ILLINOIS
170670163,BELLEVILLE,SAINT CLAIR,ILLINOIS
170680143,BELLEVUE,PEORIA,ILLINOIS
170690185,BELLMONT,WABASH,ILLINOIS
170700031,BELLWOOD,COOK,ILLINOIS
170710007,BELVIDERE,BOONE,ILLINOIS
170720147,BEMENT,PIATT,ILLINOIS
170730117,BENLD,MACOUPIN,ILLINOIS
170740031,BENSENVILLE,COOK,ILLINOIS
170740043,BENSENVILLE,DU PAGE,ILLINOIS
170750203,BENSON,WOODFORD,ILLINOIS
170755067,BENTLEY,HANCOCK,ILLINOIS
170760055,BENTON,FRANKLIN,ILLINOIS
170770031,BERKELEY,COOK,ILLINOIS
170775167,BERLIN,SANGAMON,ILLINOIS
170779187,BERWICK,WARREN,ILLINOIS
170780031,BERWYN,COOK,ILLINOIS
170790119,BETHALTO,MADISON,ILLINOIS
170800139,BETHANY,MOULTRIE,ILLINOIS
170806025,BIBLE GROVE,CLAY,ILLINOIS
170808111,BIG FOOT,MCHENRY,ILLINOIS
170810071,BIGGSVILLE,HENDERSON,ILLINOIS
170811051,BINGHAM,FAYETTE,ILLINOIS
170812089,BIG ROCK,KANE,ILLINOIS
170813101,BIRDS,LAWRENCE,ILLINOIS
170814073,BISHOP HILL,HENRY,ILLINOIS
170815183,BISMARCK,VERMILION,ILLINOIS
170818105,BLACKSTONE,LIVINGSTON,ILLINOIS
170820109,BLANDINSVILLE,MCDONOUGH,ILLINOIS
170830043,BLOOMINGDALE,DU PAGE,ILLINOIS
170840113,BLOOMINGTON,MCLEAN,ILLINOIS
170850031,BLUE ISLAND,COOK,ILLINOIS
170860115,BLUE MOUND,MACON,ILLINOIS
170870171,BLUFFS,SCOTT,ILLINOIS
170875017,BLUFF SPRINGS,CASS,ILLINOIS
170880081,BLUFORD,JEFFERSON,ILLINOIS
170885079,BOGOTA,JASPER,ILLINOIS
170886087,BOLES,JOHNSON,ILLINOIS
170887197,BOLINGBROOK,WILL,ILLINOIS
170889019,BONDVILLE,CHAMPAIGN,ILLINOIS
170890047,BONE GAP,EDWARDS,ILLINOIS
170891081,BONNIE,JEFFERSON,ILLINOIS
170892091,BONFIELD,KANKAKEE,ILLINOIS
170893045,BORTON,EDGAR,ILLINOIS
170895115,BOODY,MACON,ILLINOIS
170900091,BOURBONNAIS,KANKAKEE,ILLINOIS
170910067,BOWEN,HANCOCK,ILLINOIS
170920063,BRACEVILLE,GRUNDY,ILLINOIS
170930175,BRADFORD,STARK,ILLINOIS
170940091,BRADLEY,KANKAKEE,ILLINOIS
170950197,BRAIDWOOD,WILL,ILLINOIS
170960027,BREESE,CLINTON,ILLINOIS
170970101,BRIDGEPORT,LAWRENCE,ILLINOIS
170980031,BRIDGEVIEW,COOK,ILLINOIS
170990083,BRIGHTON,JERSEY,ILLINOIS
170990117,BRIGHTON,MACOUPIN,ILLINOIS
171000143,BRIMFIELD,PEORIA,ILLINOIS
171010093,BRISTOL,KENDALL,ILLINOIS
171020019,BROADLANDS,CHAMPAIGN,ILLINOIS
171030031,BROADVIEW,COOK,ILLINOIS
171035107,BROADWELL,LOGAN,ILLINOIS
171040045,BROCTON,EDGAR,ILLINOIS
171050031,BROOKFIELD,COOK,ILLINOIS
171060163,BROOKLYN,SAINT CLAIR,ILLINOIS
171060169,BROOKLYN,SCHUYLER,ILLINOIS
171070127,BROOKPORT,MASSAC,ILLINOIS
171075141,BROOKVILLE,OGLE,ILLINOIS
171080065,BROUGHTON,HAMILTON,ILLINOIS
171088151,BROWNFIELD,POPE,ILLINOIS
171090169,BROWNING,SCHUYLER,ILLINOIS
171100047,BROWNS,EDWARDS,ILLINOIS
171110051,BROWNSTOWN,FAYETTE,ILLINOIS
171111193,BROWNSVILLE,WHITE,ILLINOIS
171112013,BRUSSELS,CALHOUN,ILLINOIS
171120057,BRYANT,FULTON,ILLINOIS
171125091,BUCKINGHAM,KANKAKEE,ILLINOIS
171130075,BUCKLEY,IROQUOIS,ILLINOIS
171140055,BUCKNER,FRANKLIN,ILLINOIS
171150011,BUDA,BUREAU,ILLINOIS
171160167,BUFFALO,SANGAMON,ILLINOIS
171163031,BUFFALO GROVE,COOK,ILLINOIS
171163097,BUFFALO GROVE,LAKE,ILLINOIS
171163141,BUFFALO GROVE,OGLE,ILLINOIS
171165161,BUFFALO PRAIRIE,ROCK ISLAND,ILLINOIS
171170021,BULPITT,CHRISTIAN,ILLINOIS
171176087,BUNCOMBE,JOHNSON,ILLINOIS
171180117,BUNKER HILL,MACOUPIN,ILLINOIS
171185031,BURBANK,COOK,ILLINOIS
171190011,BUREAU,BUREAU,ILLINOIS
171195089,BURLINGTON,KANE,ILLINOIS
171200031,BURNHAM,COOK,ILLINOIS
171205067,BURNSIDE,HANCOCK,ILLINOIS
171206193,BURNT PRAIRIE,WHITE,ILLINOIS
171207043,BURR RIDGE,DU PAGE,ILLINOIS
171210199,BUSH,WILLIAMSON,ILLINOIS
171215109,BUSHNELL,MCDONOUGH,ILLINOIS
171225135,BUTLER,MONTGOMERY,ILLINOIS
171230141,BYRON,OGLE,ILLINOIS
171236053,CABERY,FORD,ILLINOIS
171236091,CABERY,KANKAKEE,ILLINOIS
171238003,CACHE,ALEXANDER,ILLINOIS
171240163,CAHOKIA,SAINT CLAIR,ILLINOIS
171250003,CAIRO,ALEXANDER,ILLINOIS
171254007,CALEDONIA,BOONE,ILLINOIS
171255159,CALHOUN,RICHLAND,ILLINOIS
171260031,CALUMET CITY,COOK,ILLINOIS
171270031,CALUMET PARK,COOK,ILLINOIS
171275041,CAMARGO,DOUGLAS,ILLINOIS
171280199,CAMBRIA,WILLIAMSON,ILLINOIS
171290073,CAMBRIDGE,HENRY,ILLINOIS
171293169,CAMDEN,SCHUYLER,ILLINOIS
171295187,CAMERON,WARREN,ILLINOIS
171300077,CAMPBELL HILL,JACKSON,ILLINOIS
171305057,CAMP ELLIS,FULTON,ILLINOIS
171307123,CAMPGROVE,MARSHALL,ILLINOIS
171310001,CAMP POINT,ADAMS,ILLINOIS
171316105,CAMPUS,LIVINGSTON,ILLINOIS
171320057,CANTON,FULTON,ILLINOIS
171325167,CANTRALL,SANGAMON,ILLINOIS
171330007,CAPRON,BOONE,ILLINOIS
171340161,CARBON CLIFF,ROCK ISLAND,ILLINOIS
171350077,CARBONDALE,JACKSON,ILLINOIS
171353063,CARBON HILL,GRUNDY,ILLINOIS
171360117,CARLINVILLE,MACOUPIN,ILLINOIS
171365113,CARLOCK,MCLEAN,ILLINOIS
171370027,CARLYLE,CLINTON,ILLINOIS
171375071,CARMAN,HENDERSON,ILLINOIS
171380193,CARMI,WHITE,ILLINOIS
171385043,CAROL STREAM,DU PAGE,ILLINOIS
171390089,CARPENTERSVILLE,KANE,ILLINOIS
171400165,CARRIER MILLS,SALINE,ILLINOIS
171410061,CARROLLTON,GREENE,ILLINOIS
171420199,CARTERVILLE,WILLIAMSON,ILLINOIS
171430067,CARTHAGE,HANCOCK,ILLINOIS
171440111,CARY,MCHENRY,ILLINOIS
171450023,CASEY,CLARK,ILLINOIS
171460163,CASEYVILLE,SAINT CLAIR,ILLINOIS
